Cid,Year,Ethnicity,Sex,Cause of Death,Count,Percent
20651,2009,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,207,3
20652,2009,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),58,1
20653,2009,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1557,24
20654,2009,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49,1
20655,2009,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",60,1
20656,2009,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,113,2
20657,2009,NON-HISPANIC BLACK,MALE,SEPTICEMIA,33,1
20658,2009,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,31,0
20659,2009,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56,1
20660,2009,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,178,1
20661,2009,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,205,2
20662,2009,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,29,0
20663,2009,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20,0
20664,2009,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,73,1
20665,2009,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,62,0
20666,2009,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,390,3
20667,2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,59,0
20668,2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,458,3
20669,2009,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",26,0
20670,2009,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,229,2
20671,2009,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6297,46
20672,2009,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,215,2
20673,2009,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,22,0
20674,2009,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,629,5
20675,2009,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),58,0
20676,2009,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3346,24
20677,2009,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22,0
20678,2009,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70,1
20679,2009,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,34,0
20680,2009,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,14,0
20681,2009,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,76,1
20682,2009,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,62,0
20683,2009,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,13,0
20684,2009,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,35,0
20685,2009,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,281,2
20686,2009,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,96,1
20687,2009,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,42,0
20688,2009,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),38,0
20689,2009,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,68,1
20690,2009,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,81,1
20691,2009,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,227,2
20692,2009,NON-HISPANIC WHITE,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,17,0
20693,2009,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,139,1
20694,2009,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,371,3
20695,2009,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",49,0
20696,2009,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,290,2
20697,2009,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5168,41
20698,2009,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,148,1
20699,2009,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,68,1
20700,2009,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,555,4
20701,2009,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),191,2
20702,2009,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3237,26
20703,2009,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,64,1
20704,2009,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75,1
20705,2009,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,80,1
20706,2009,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,33,0
20707,2009,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,221,2
20708,2009,NON-HISPANIC WHITE,MALE,SEPTICEMIA,46,0
20709,2009,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,90,1
20710,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,26,2
20711,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14,1
20712,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),7,1
20713,2010,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
20714,2010,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,89,6
20715,2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10,1
20716,2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,28,2
20717,2010,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,1
20718,2010,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51,4
20719,2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394,29
20720,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,33,2
20721,2010,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,74,5
20722,2010,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17,1
20723,2010,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,416,30
20724,2010,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",15,1
20725,2010,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7,1
20726,2010,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,5,0
20727,2010,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,55,3
20728,2010,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9,1
20729,2010,ASIAN & PACIFIC ISLANDER,MALE,ANEMIAS,5,0
20730,2010,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
20731,2010,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,1
20732,2010,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6,0
20733,2010,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,7,0
20734,2010,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,83,5
20735,2010,ASIAN & PACIFIC ISLANDER,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
20736,2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18,1
20737,2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,61,3
20738,2010,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",9,1
20739,2010,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,64,4
20740,2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479,27
20741,2010,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,30,2
20742,2010,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,108,6
20743,2010,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),46,3
20744,2010,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,527,30
20745,2010,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,9,1
20746,2010,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",11,1
20747,2010,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7,0
20748,2010,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,11,1
20749,2010,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,7,0
20750,2010,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,5,0
20751,2010,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,14,1
20752,2010,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,59,1
20753,2010,HISPANIC,FEMALE,ALZHEIMERS DISEASE,71,2
20754,2010,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22,0
20755,2010,HISPANIC,FEMALE,ATHEROSCLEROSIS,15,0
20756,2010,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,23,1
20757,2010,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,168,4
20758,2010,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,10,0
20759,2010,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,49,1
20760,2010,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,4
20761,2010,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42,1
20762,2010,HISPANIC,FEMALE,DIABETES MELLITUS,219,5
20763,2010,HISPANIC,FEMALE,DISEASES OF HEART,1316,30
20764,2010,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,95,2
20765,2010,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,79,2
20766,2010,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,228,5
20767,2010,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),27,1
20768,2010,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1045,24
20769,2010,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",48,1
20770,2010,HISPANIC,FEMALE,PARKINSONS DISEASE,16,0
20771,2010,HISPANIC,FEMALE,PEPTIC ULCER,9,0
20772,2010,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",11,0
20773,2010,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,50,1
20774,2010,HISPANIC,FEMALE,SEPTICEMIA,33,1
20775,2010,HISPANIC,FEMALE,SHORT GESTATION/LBW,19,0
20776,2010,HISPANIC,FEMALE,VIRAL HEPATITIS,40,1
20777,2010,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,132,3
20778,2010,HISPANIC,MALE,ALZHEIMERS DISEASE,31,1
20779,2010,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,28,1
20780,2010,HISPANIC,MALE,ASSAULT (HOMICIDE),120,2
20781,2010,HISPANIC,MALE,ATHEROSCLEROSIS,13,0
20782,2010,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18,0
20783,2010,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,14,0
20784,2010,HISPANIC,MALE,CEREBROVASCULAR DISEASE,140,3
20785,2010,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,150,3
20786,2010,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,149,3
20787,2010,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38,1
20788,2010,HISPANIC,MALE,DIABETES MELLITUS,187,4
20789,2010,HISPANIC,MALE,DISEASES OF HEART,1355,28
20790,2010,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,75,2
20791,2010,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,189,4
20792,2010,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,235,5
20793,2010,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),75,2
20794,2010,HISPANIC,MALE,MALIGNANT NEOPLASMS,1057,22
20795,2010,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,46,1
20796,2010,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44,1
20797,2010,HISPANIC,MALE,PARKINSONS DISEASE,18,0
20798,2010,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,138,3
20799,2010,HISPANIC,MALE,SEPTICEMIA,31,1
20800,2010,HISPANIC,MALE,SHORT GESTATION/LBW,21,0
20801,2010,HISPANIC,MALE,VIRAL HEPATITIS,88,2
20802,2010,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,58,1
20803,2010,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,88,1
20804,2010,NON-HISPANIC BLACK,FEMALE,ANEMIAS,19,0
20805,2010,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,16,0
20806,2010,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),47,1
20807,2010,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,23,0
20808,2010,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26,0
20809,2010,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,259,4
20810,2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,43,1
20811,2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,206,3
20812,2010,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,0
20813,2010,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384,5
20814,2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2282,32
20815,2010,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,252,4
20816,2010,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,152,2
20817,2010,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,275,4
20818,2010,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),19,0
20819,2010,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1768,25
20820,2010,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",86,1
20821,2010,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,15,0
20822,2010,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",18,0
20823,2010,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,63,1
20824,2010,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,55,1
20825,2010,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,29,0
20826,2010,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33,0
20827,2010,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,147,2
20828,2010,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,20,0
20829,2010,NON-HISPANIC BLACK,MALE,ANEMIAS,20,0
20830,2010,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,25,0
20831,2010,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),301,5
20832,2010,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,20,0
20833,2010,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,19,0
20834,2010,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15,0
20835,2010,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,171,3
20836,2010,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,68,1
20837,2010,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,202,3
20838,2010,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34,1
20839,2010,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,279,4
20840,2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2015,31
20841,2010,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,178,3
20842,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,32,2
20843,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,7,1
20844,2007,ASIAN & PACIFIC ISLANDER,FEMALE,AORTIC ANEURYSM AND DISSECTION,9,1
20845,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),6,0
20846,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,5,0
20847,2007,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,6,0
20848,2007,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,70,5
20849,2007,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,0
20850,2007,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,29,2
20851,2007,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,34,3
20852,2007,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,428,33
20853,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,22,2
20854,2007,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,58,5
20855,2007,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),22,2
20856,2007,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,396,31
20857,2007,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",13,1
20858,2007,ASIAN & PACIFIC ISLANDER,FEMALE,PARKINSONS DISEASE,5,0
20859,2007,ASIAN & PACIFIC ISLANDER,FEMALE,PEPTIC ULCER,6,0
20860,2007,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,7,1
20861,2007,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,54,3
20862,2007,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
20863,2007,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
20864,2007,ASIAN & PACIFIC ISLANDER,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,5,0
20865,2007,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,56,4
20866,2007,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18,1
20867,2007,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,43,3
20868,2007,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",12,1
20869,2007,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,47,3
20870,2007,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,497,31
20871,2007,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,25,2
20872,2007,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,68,4
20873,2007,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),38,2
20874,2007,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,528,33
20875,2007,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,1
20876,2007,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
20877,2007,ASIAN & PACIFIC ISLANDER,MALE,PEPTIC ULCER,5,0
20878,2007,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,7,0
20879,2007,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,10,1
20880,2007,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,12,1
20881,2007,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,72,2
20882,2007,HISPANIC,FEMALE,ALZHEIMERS DISEASE,43,1
20883,2007,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,19,0
20884,2007,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22,1
20885,2007,HISPANIC,FEMALE,ATHEROSCLEROSIS,12,0
20886,2007,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,12,0
20887,2007,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,0
20888,2007,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,164,4
20889,2007,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,9,0
20890,2007,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,37,1
20891,2007,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,116,3
20892,2007,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28,1
20893,2007,HISPANIC,FEMALE,DIABETES MELLITUS,205,5
20894,2007,HISPANIC,FEMALE,DISEASES OF HEART,1418,34
20895,2007,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,78,2
20896,2007,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,109,3
20897,2007,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,190,5
20898,2007,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),25,1
20899,2007,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,969,23
20900,2007,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",45,1
20901,2007,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",8,0
20902,2007,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,48,1
20903,2007,HISPANIC,FEMALE,SEPTICEMIA,49,1
20904,2007,HISPANIC,FEMALE,SHORT GESTATION/LBW,13,0
20905,2007,HISPANIC,FEMALE,VIRAL HEPATITIS,37,1
20906,2007,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,154,3
20907,2007,HISPANIC,MALE,ALZHEIMERS DISEASE,11,0
20908,2007,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,21,0
20909,2007,HISPANIC,MALE,ASSAULT (HOMICIDE),114,2
20910,2007,HISPANIC,MALE,ATHEROSCLEROSIS,11,0
20911,2007,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,20,0
20912,2007,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,11,0
20913,2007,HISPANIC,MALE,CEREBROVASCULAR DISEASE,126,3
20914,2007,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,107,2
20915,2007,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,106,2
20916,2007,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29,1
20917,2007,HISPANIC,MALE,DIABETES MELLITUS,177,4
20918,2007,HISPANIC,MALE,DISEASES OF HEART,1327,29
20919,2007,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,76,2
20920,2007,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,218,5
20921,2007,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,189,4
20922,2007,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),56,1
20923,2007,HISPANIC,MALE,MALIGNANT NEOPLASMS,1013,22
20924,2007,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,56,1
20925,2007,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",39,1
20926,2007,HISPANIC,MALE,PARKINSONS DISEASE,7,0
20927,2007,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,183,4
20928,2007,HISPANIC,MALE,RESPIRATORY DISTRESS OF NEWBORN,7,0
20929,2007,HISPANIC,MALE,SEPTICEMIA,31,1
20930,2007,HISPANIC,MALE,SHORT GESTATION/LBW,13,0
20931,2007,HISPANIC,MALE,VIRAL HEPATITIS,90,2
20932,2007,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,87,1
20933,2007,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,41,1
20934,2007,NON-HISPANIC BLACK,FEMALE,ANEMIAS,18,0
20935,2007,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,25,0
20936,2007,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),41,1
20937,2007,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
20938,2007,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,38,1
